lsoa_code,borough,major_category,minor_category,value,year,month
E01000691,Bromley,Criminal Damage,Other Criminal Damage,0,2008,6
E01002387,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,6
E01002851,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,0,2014,2
E01004138,Sutton,Burglary,Burglary in Other Buildings,0,2016,6
E01033320,Lewisham,Theft and Handling,Theft From Motor Vehicle,1,2011,10
E01002397,Hillingdon,Violence Against the Person,Other violence,0,2009,4
E01004623,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2011,6
E01002992,Kingston upon Thames,Other Notifiable Offences,Going Equipped,0,2008,7
E01002574,Hounslow,Violence Against the Person,Offensive Weapon,0,2009,11
E01004129,Sutton,Theft and Handling,Other Theft,3,2013,1
E01002719,Islington,Theft and Handling,Theft From Shops,0,2012,12
E01002506,Hillingdon,Robbery,Business Property,1,2009,3
E01000333,Bexley,Burglary,Burglary in a Dwelling,0,2011,4
E01003207,Lewisham,Other Notifiable Offences,Other Notifiable,1,2013,10
E01001705,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2009,4
E01002992,Kingston upon Thames,Theft and Handling,Other Theft Person,0,2012,10
E01002768,Islington,Drugs,Possession Of Drugs,0,2008,1
E01002479,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2014,1
E01000346,Bexley,Robbery,Personal Property,0,2013,8
E01001170,Croydon,Burglary,Burglary in Other Buildings,3,2011,4
E01004563,Wandsworth,Drugs,Possession Of Drugs,1,2013,10
E01000687,Bromley,Theft and Handling,Other Theft,0,2008,2
E01002955,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,5
E01000875,Camden,Violence Against the Person,Other violence,1,2016,8
E01001830,Hackney,Theft and Handling,Handling Stolen Goods,0,2015,3
E01004083,Sutton,Drugs,Possession Of Drugs,0,2015,2
E01000938,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,9
E01001229,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,9
E01000216,Barnet,Drugs,Possession Of Drugs,0,2012,2
E01000288,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2012,5
E01000773,Bromley,Burglary,Burglary in Other Buildings,0,2009,12
E01003840,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,9
E01001783,Hackney,Burglary,Burglary in a Dwelling,0,2013,11
E01000954,Camden,Theft and Handling,Other Theft Person,0,2016,3
E01002477,Hillingdon,Theft and Handling,Theft From Motor Vehicle,0,2015,10
E01002637,Hounslow,Theft and Handling,Handling Stolen Goods,0,2013,8
E01002892,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,1,2015,5
E01001516,Enfield,Robbery,Personal Property,1,2010,2
E01001218,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2013,7
E01002599,Hounslow,Other Notifiable Offences,Other Notifiable,0,2012,8
E01003296,Lewisham,Violence Against the Person,Wounding/GBH,0,2012,3
E01000578,Brent,Violence Against the Person,Wounding/GBH,0,2012,7
E01002678,Hounslow,Theft and Handling,Theft From Motor Vehicle,2,2015,3
E01003411,Merton,Violence Against the Person,Common Assault,0,2011,7
E01002867,Kensington and Chelsea,Violence Against the Person,Other violence,0,2011,4
E01001696,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2015,9
E01002889,Kensington and Chelsea,Fraud or Forgery,Counted per Victim,0,2011,8
E01001441,Enfield,Violence Against the Person,Other violence,0,2012,5
E01004311,Tower Hamlets,Theft and Handling,Other Theft,5,2010,7
E01032744,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,2
E01004566,Wandsworth,Violence Against the Person,Offensive Weapon,0,2015,9
E01000107,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,7
E01004465,Waltham Forest,Drugs,Possession Of Drugs,0,2008,10
E01001257,Ealing,Violence Against the Person,Offensive Weapon,0,2014,3
E01003355,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,8
E01000490,Brent,Theft and Handling,Theft From Motor Vehicle,0,2010,5
E01002389,Havering,Violence Against the Person,Harassment,1,2016,5
E01000261,Barnet,Drugs,Drug Trafficking,0,2016,9
E01000386,Bexley,Other Notifiable Offences,Going Equipped,0,2011,6
E01000090,Barking and Dagenham,Violence Against the Person,Common Assault,1,2012,11
E01002816,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,0,2012,4
E01004558,Wandsworth,Violence Against the Person,Offensive Weapon,0,2010,3
E01004149,Sutton,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01002485,Hillingdon,Violence Against the Person,Offensive Weapon,0,2014,11
E01001218,Ealing,Drugs,Other Drugs,0,2011,6
E01001814,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2008,11
E01004609,Wandsworth,Fraud or Forgery,Counted per Victim,0,2014,3
E01000185,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,10
E01000602,Brent,Theft and Handling,Other Theft,1,2013,12
E01001101,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,3
E01001026,Croydon,Violence Against the Person,Common Assault,0,2015,9
E01002180,Harrow,Other Notifiable Offences,Other Notifiable,1,2013,5
E01000805,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,8
E01001669,Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,1
E01004418,Waltham Forest,Burglary,Burglary in Other Buildings,1,2013,9
E01003066,Lambeth,Burglary,Burglary in a Dwelling,1,2008,11
E01000072,Barking and Dagenham,Violence Against the Person,Other violence,0,2009,2
E01001080,Croydon,Theft and Handling,Other Theft,1,2010,1
E01004721,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,6
E01000519,Brent,Other Notifiable Offences,Other Notifiable,0,2015,11
E01003271,Lewisham,Violence Against the Person,Offensive Weapon,0,2013,11
E01001815,Hackney,Theft and Handling,Other Theft,1,2012,6
E01002641,Hounslow,Theft and Handling,Other Theft,3,2013,1
E01001780,Hackney,Violence Against the Person,Common Assault,2,2016,8
E01001225,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2010,11
E01001087,Croydon,Criminal Damage,Other Criminal Damage,0,2008,7
E01000180,Barnet,Violence Against the Person,Assault with Injury,0,2015,7
E01002824,Kensington and Chelsea,Theft and Handling,Theft From Shops,1,2015,3
E01002276,Havering,Violence Against the Person,Common Assault,0,2014,10
E01001533,Enfield,Violence Against the Person,Assault with Injury,1,2009,8
E01004357,Waltham Forest,Violence Against the Person,Common Assault,0,2015,10
E01001811,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,7
E01004083,Sutton,Theft and Handling,Other Theft,1,2008,5
E01001826,Hackney,Theft and Handling,Theft From Motor Vehicle,1,2011,3
E01003811,Richmond upon Thames,Sexual Offences,Other Sexual,0,2008,5
E01003775,Redbridge,Burglary,Burglary in a Dwelling,1,2014,12
E01004314,Tower Hamlets,Robbery,Personal Property,1,2010,2
E01004276,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,1,2010,9
E01004142,Sutton,Burglary,Burglary in a Dwelling,0,2014,12
E01000187,Barnet,Violence Against the Person,Other violence,0,2015,1
E01002940,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2016,12
E01002637,Hounslow,Theft and Handling,Handling Stolen Goods,0,2014,3
E01002784,Islington,Criminal Damage,Other Criminal Damage,0,2010,9
E01002001,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,2
E01004155,Sutton,Criminal Damage,Other Criminal Damage,0,2015,11
E01001284,Ealing,Drugs,Possession Of Drugs,0,2014,6
E01004086,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,10
E01002065,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,7
E01000921,Camden,Violence Against the Person,Offensive Weapon,0,2013,7
E01001839,Hackney,Drugs,Other Drugs,0,2016,10
E01002503,Hillingdon,Violence Against the Person,Assault with Injury,1,2008,8
E01000676,Bromley,Theft and Handling,Other Theft Person,2,2014,7
E01004446,Waltham Forest,Burglary,Burglary in a Dwelling,0,2012,6
E01004089,Sutton,Drugs,Other Drugs,0,2012,9
E01000495,Brent,Other Notifiable Offences,Going Equipped,0,2010,10
E01002177,Harrow,Criminal Damage,Other Criminal Damage,0,2010,4
E01000400,Bexley,Robbery,Personal Property,2,2008,12
E01004763,Westminster,Violence Against the Person,Harassment,12,2008,11
E01000834,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01003586,Newham,Burglary,Burglary in Other Buildings,0,2013,7
E01004312,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01000201,Barnet,Violence Against the Person,Common Assault,0,2016,12
E01002542,Hillingdon,Violence Against the Person,Assault with Injury,1,2012,12
E01004749,Westminster,Drugs,Other Drugs,0,2009,3
E01003769,Redbridge,Violence Against the Person,Harassment,2,2009,4
E01033491,Islington,Burglary,Burglary in a Dwelling,0,2012,2
E01000113,Barking and Dagenham,Burglary,Burglary in a Dwelling,3,2011,11
E01003120,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,3
E01004165,Sutton,Robbery,Personal Property,0,2014,10
E01001377,Ealing,Other Notifiable Offences,Other Notifiable,0,2013,1
E01000959,Camden,Other Notifiable Offences,Other Notifiable,0,2009,5
E01000091,Barking and Dagenham,Burglary,Burglary in a Dwelling,0,2008,5
E01003171,Lambeth,Violence Against the Person,Wounding/GBH,0,2011,11
E01032805,Southwark,Violence Against the Person,Assault with Injury,0,2015,6
E01001853,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2012,7
E01002663,Hounslow,Drugs,Drug Trafficking,0,2013,8
E01003375,Merton,Robbery,Personal Property,0,2016,11
E01003149,Lambeth,Criminal Damage,Other Criminal Damage,0,2015,1
E01004375,Waltham Forest,Violence Against the Person,Other violence,0,2014,6
E01001318,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,4
E01004613,Wandsworth,Violence Against the Person,Wounding/GBH,0,2013,3
E01000674,Bromley,Violence Against the Person,Wounding/GBH,0,2014,11
E01001175,Croydon,Violence Against the Person,Common Assault,0,2014,10
E01033494,Islington,Theft and Handling,Other Theft,0,2014,6
E01001149,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,2
E01033594,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,10
E01001776,Hackney,Burglary,Burglary in Other Buildings,0,2016,3
E01002052,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,9
E01000708,Bromley,Robbery,Personal Property,0,2013,6
E01000440,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01004051,Southwark,Theft and Handling,Theft From Shops,0,2010,6
E01001518,Enfield,Robbery,Business Property,0,2013,11
E01032767,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,11
E01004125,Sutton,Violence Against the Person,Offensive Weapon,0,2012,3
E01033708,Hackney,Theft and Handling,Other Theft,53,2012,7
E01001819,Hackney,Violence Against the Person,Common Assault,0,2011,8
E01002822,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,11
E01000531,Brent,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,3
E01000489,Brent,Burglary,Burglary in a Dwelling,1,2016,12
E01000339,Bexley,Theft and Handling,Other Theft,0,2011,8
E01000251,Barnet,Theft and Handling,Theft From Motor Vehicle,4,2008,10
E01000644,Brent,Violence Against the Person,Wounding/GBH,1,2013,10
E01004611,Wandsworth,Violence Against the Person,Harassment,0,2012,8
E01001031,Croydon,Robbery,Personal Property,1,2015,11
E01002306,Havering,Other Notifiable Offences,Other Notifiable,0,2013,11
E01002563,Hounslow,Theft and Handling,Theft From Motor Vehicle,1,2016,5
E01002258,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2008,4
E01002064,Haringey,Violence Against the Person,Assault with Injury,0,2011,6
E01001906,Hammersmith and Fulham,Violence Against the Person,Common Assault,1,2010,9
E01000984,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,8
E01000666,Bromley,Theft and Handling,Handling Stolen Goods,0,2012,7
E01004036,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,9
E01003999,Southwark,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,6
E01002281,Havering,Theft and Handling,Theft From Motor Vehicle,0,2010,6
E01004601,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,9
E01003392,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,1,2014,10
E01004535,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2016,8
E01002228,Harrow,Drugs,Possession Of Drugs,0,2010,5
E01003015,Lambeth,Violence Against the Person,Assault with Injury,0,2016,6
E01002178,Harrow,Theft and Handling,Other Theft,0,2010,7
E01000556,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2009,12
E01002111,Harrow,Drugs,Possession Of Drugs,0,2015,5
E01001711,Greenwich,Robbery,Business Property,0,2015,3
E01003878,Richmond upon Thames,Burglary,Burglary in a Dwelling,0,2008,12
E01003509,Newham,Violence Against the Person,Assault with Injury,1,2011,5
E01004710,Westminster,Burglary,Burglary in a Dwelling,1,2014,4
E01000267,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,8
E01001816,Hackney,Drugs,Drug Trafficking,0,2011,4
E01004760,Westminster,Theft and Handling,Theft From Motor Vehicle,0,2016,5
E01002632,Hounslow,Theft and Handling,Other Theft,0,2012,1
E01004470,Waltham Forest,Other Notifiable Offences,Going Equipped,0,2009,10
E01001954,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2014,1
E01004705,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,9
E01004656,Westminster,Violence Against the Person,Other violence,0,2013,11
E01003219,Lewisham,Theft and Handling,Handling Stolen Goods,0,2011,11
E01004597,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2014,10
E01002832,Kensington and Chelsea,Theft and Handling,Other Theft Person,9,2015,1
E01003939,Southwark,Robbery,Personal Property,3,2013,4
E01033598,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,2
E01003865,Richmond upon Thames,Drugs,Possession Of Drugs,0,2010,2
E01003831,Richmond upon Thames,Theft and Handling,Other Theft Person,0,2013,2
E01003890,Richmond upon Thames,Theft and Handling,Theft From Shops,0,2010,3
E01003587,Newham,Theft and Handling,Theft From Shops,2,2010,1
E01002899,Kensington and Chelsea,Robbery,Personal Property,1,2016,8
E01001271,Ealing,Theft and Handling,Theft From Motor Vehicle,2,2016,11
E01001371,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2010,8
E01001761,Hackney,Theft and Handling,Theft From Shops,0,2010,11
E01003116,Lambeth,Other Notifiable Offences,Other Notifiable,0,2009,11
E01001446,Enfield,Burglary,Burglary in a Dwelling,2,2016,6
E01001062,Croydon,Robbery,Personal Property,0,2012,4
E01003240,Lewisham,Criminal Damage,Criminal Damage To Dwelling,1,2012,3
E01002840,Kensington and Chelsea,Robbery,Business Property,0,2011,3
E01003500,Newham,Robbery,Personal Property,0,2014,9
E01000900,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,6
E01003696,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,12
E01004417,Waltham Forest,Fraud or Forgery,Counted per Victim,0,2010,6
E01000641,Brent,Violence Against the Person,Assault with Injury,0,2014,1
E01002590,Hounslow,Robbery,Business Property,0,2009,5
E01001347,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,1
E01004569,Wandsworth,Drugs,Drug Trafficking,0,2008,10
E01000800,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,2
E01003595,Newham,Violence Against the Person,Common Assault,0,2015,3
E01001507,Enfield,Other Notifiable Offences,Going Equipped,0,2013,1
E01002057,Haringey,Violence Against the Person,Assault with Injury,2,2009,12
E01001703,Greenwich,Theft and Handling,Other Theft Person,0,2011,6
E01004003,Southwark,Theft and Handling,Other Theft,0,2011,4
E01004687,Westminster,Violence Against the Person,Wounding/GBH,0,2014,9
E01032780,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,6
E01002529,Hillingdon,Violence Against the Person,Common Assault,0,2015,12
E01001925,Hammersmith and Fulham,Theft and Handling,Other Theft,2,2016,6
E01002932,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,6
E01003769,Redbridge,Violence Against the Person,Wounding/GBH,1,2015,8
E01004341,Waltham Forest,Fraud or Forgery,Counted per Victim,0,2016,7
E01002101,Haringey,Fraud or Forgery,Counted per Victim,0,2014,6
E01003084,Lambeth,Violence Against the Person,Common Assault,1,2016,10
E01004334,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2,2009,6
E01001254,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,9
E01003892,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,9
E01004145,Sutton,Violence Against the Person,Wounding/GBH,0,2014,12
E01001975,Haringey,Drugs,Drug Trafficking,0,2013,4
E01001678,Greenwich,Violence Against the Person,Assault with Injury,0,2011,3
E01004566,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,10
E01001745,Hackney,Other Notifiable Offences,Other Notifiable,0,2016,2
E01000310,Barnet,Theft and Handling,Theft From Motor Vehicle,2,2011,1
E01002342,Havering,Robbery,Business Property,0,2016,2
E01033703,Hackney,Criminal Damage,Other Criminal Damage,0,2011,2
E01000061,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2012,3
E01004150,Sutton,Theft and Handling,Other Theft,0,2008,7
E01001340,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,12
E01002469,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2012,5
E01003332,Lewisham,Violence Against the Person,Assault with Injury,0,2015,10
E01033730,Greenwich,Theft and Handling,Theft From Shops,0,2009,11
E01004398,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,4,2010,10
E01003239,Lewisham,Burglary,Burglary in a Dwelling,1,2012,7
E01000388,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2010,8
E01000675,Bromley,Criminal Damage,Criminal Damage To Other Building,1,2012,3
E01002562,Hounslow,Violence Against the Person,Assault with Injury,4,2016,11
E01000545,Brent,Drugs,Possession Of Drugs,1,2012,6
E01004087,Sutton,Violence Against the Person,Harassment,0,2014,6
E01002749,Islington,Criminal Damage,Criminal Damage To Dwelling,1,2011,4
E01002938,Kingston upon Thames,Drugs,Possession Of Drugs,0,2012,9
E01000600,Brent,Drugs,Possession Of Drugs,3,2013,2
E01002984,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2011,11
E01001307,Ealing,Violence Against the Person,Wounding/GBH,0,2009,2
E01001560,Enfield,Criminal Damage,Other Criminal Damage,0,2014,3
E01001885,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2015,4
E01003992,Southwark,Other Notifiable Offences,Other Notifiable,0,2015,1
E01003243,Lewisham,Violence Against the Person,Offensive Weapon,0,2016,5
E01001962,Haringey,Burglary,Burglary in Other Buildings,0,2009,11
E01000284,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,5
E01000513,Brent,Violence Against the Person,Offensive Weapon,0,2014,8
E01004105,Sutton,Violence Against the Person,Common Assault,1,2015,9
E01003602,Newham,Other Notifiable Offences,Other Notifiable,1,2014,1
E01002757,Islington,Violence Against the Person,Assault with Injury,0,2011,8
E01004447,Waltham Forest,Burglary,Burglary in a Dwelling,1,2014,6
E01000519,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01001318,Ealing,Violence Against the Person,Wounding/GBH,1,2009,11
E01003366,Merton,Sexual Offences,Other Sexual,0,2008,11
E01033737,Greenwich,Drugs,Possession Of Drugs,0,2009,11
E01000571,Brent,Violence Against the Person,Wounding/GBH,0,2010,8
E01000436,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,1
E01001854,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2010,2
E01003646,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2010,9
E01003853,Richmond upon Thames,Burglary,Burglary in a Dwelling,0,2013,8
E01001072,Croydon,Violence Against the Person,Other violence,0,2012,4
E01003302,Lewisham,Sexual Offences,Rape,0,2008,11
E01002675,Hounslow,Other Notifiable Offences,Other Notifiable,0,2009,10
E01004733,Westminster,Burglary,Burglary in a Dwelling,0,2014,4
E01001346,Ealing,Theft and Handling,Other Theft Person,0,2012,12
E01000010,Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0,2009,12
E01004165,Sutton,Drugs,Drug Trafficking,0,2014,1
E01004531,Wandsworth,Burglary,Burglary in a Dwelling,0,2013,3
E01001570,Enfield,Theft and Handling,Other Theft,6,2015,5
E01000622,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,9
E01004239,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2011,1
E01003198,Lewisham,Burglary,Burglary in a Dwelling,1,2014,1
E01002147,Harrow,Violence Against the Person,Common Assault,0,2011,1
E01001488,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,10
E01002415,Hillingdon,Violence Against the Person,Offensive Weapon,0,2009,11
E01003801,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2015,2
E01000708,Bromley,Violence Against the Person,Common Assault,0,2015,10
E01001621,Greenwich,Theft and Handling,Other Theft Person,0,2016,4
E01001283,Ealing,Fraud or Forgery,Counted per Victim,0,2009,1
E01003981,Southwark,Theft and Handling,Other Theft Person,1,2013,6
E01001220,Ealing,Theft and Handling,Handling Stolen Goods,0,2014,10
E01000642,Brent,Violence Against the Person,Offensive Weapon,1,2016,3
E01002723,Islington,Violence Against the Person,Other violence,0,2012,9
E01000519,Brent,Violence Against the Person,Assault with Injury,1,2015,11
E01004408,Waltham Forest,Theft and Handling,Other Theft,0,2012,5
E01002663,Hounslow,Drugs,Other Drugs,0,2010,6
E01002776,Islington,Violence Against the Person,Offensive Weapon,0,2009,2
E01000311,Barnet,Robbery,Personal Property,2,2009,11
E01002976,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2016,1
E01001112,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,12
E01004027,Southwark,Fraud or Forgery,Counted per Victim,0,2011,6
E01001921,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2008,8
E01004516,Wandsworth,Theft and Handling,Handling Stolen Goods,1,2010,5
E01004050,Southwark,Robbery,Personal Property,0,2011,2
E01002504,Hillingdon,Violence Against the Person,Harassment,1,2012,1
E01004601,Wandsworth,Theft and Handling,Other Theft Person,1,2016,6
E01001711,Greenwich,Robbery,Personal Property,0,2014,4
E01004406,Waltham Forest,Burglary,Burglary in a Dwelling,2,2010,9
E01004744,Westminster,Theft and Handling,Handling Stolen Goods,0,2011,2
E01002046,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,12
E01000980,Croydon,Violence Against the Person,Harassment,0,2016,3
E01003240,Lewisham,Theft and Handling,Other Theft Person,1,2008,12
E01003334,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,4
E01032579,Lewisham,Violence Against the Person,Other violence,0,2013,1
E01001724,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,3
E01001353,Ealing,Other Notifiable Offences,Other Notifiable,0,2015,12
E01002963,Kingston upon Thames,Theft and Handling,Other Theft Person,0,2013,4
E01003169,Lambeth,Other Notifiable Offences,Going Equipped,0,2011,3
E01032563,Bromley,Violence Against the Person,Wounding/GBH,0,2010,6
E01002041,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,1
E01004512,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2008,10
E01001188,Croydon,Burglary,Burglary in Other Buildings,0,2009,5
E01004468,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,6
E01003350,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,5
E01001758,Hackney,Theft and Handling,Theft From Shops,0,2016,10
E01003270,Lewisham,Violence Against the Person,Assault with Injury,0,2011,6
E01002019,Haringey,Theft and Handling,Theft From Shops,0,2013,10
E01001593,Greenwich,Theft and Handling,Theft From Motor Vehicle,3,2015,5
E01003994,Southwark,Theft and Handling,Theft From Motor Vehicle,2,2008,11
E01000802,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,1
E01004597,Wandsworth,Other Notifiable Offences,Going Equipped,0,2012,12
E01004240,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2010,7
E01002371,Havering,Criminal Damage,Other Criminal Damage,0,2014,11
E01001131,Croydon,Theft and Handling,Theft From Motor Vehicle,1,2008,6
E01000226,Barnet,Fraud or Forgery,Other Fraud & Forgery,0,2008,2
E01004029,Southwark,Other Notifiable Offences,Going Equipped,0,2015,12
E01003621,Newham,Burglary,Burglary in a Dwelling,2,2013,4
E01003256,Lewisham,Drugs,Other Drugs,0,2016,6
E01001290,Ealing,Violence Against the Person,Common Assault,0,2010,1
E01001095,Croydon,Violence Against the Person,Assault with Injury,0,2009,3
E01003542,Newham,Violence Against the Person,Assault with Injury,0,2012,5
E01002027,Haringey,Theft and Handling,Other Theft Person,0,2008,11
E01000600,Brent,Violence Against the Person,Wounding/GBH,1,2009,3
E01003793,Redbridge,Burglary,Burglary in a Dwelling,0,2012,9
E01032777,Tower Hamlets,Other Notifiable Offences,Going Equipped,0,2016,8
E01002974,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2012,11
E01003453,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,5
E01003045,Lambeth,Violence Against the Person,Wounding/GBH,1,2014,9
E01001371,Ealing,Violence Against the Person,Murder,0,2013,5
E01000898,Camden,Violence Against the Person,Assault with Injury,3,2015,7
E01004005,Southwark,Violence Against the Person,Wounding/GBH,0,2008,12
E01000509,Brent,Violence Against the Person,Offensive Weapon,0,2014,3
E01002127,Harrow,Violence Against the Person,Other violence,0,2008,8
E01003224,Lewisham,Other Notifiable Offences,Other Notifiable,0,2016,6
E01003973,Southwark,Other Notifiable Offences,Going Equipped,0,2014,1
E01002223,Harrow,Theft and Handling,Theft From Shops,0,2010,6
E01001538,Enfield,Theft and Handling,Theft From Motor Vehicle,2,2011,3
E01000035,Barking and Dagenham,Other Notifiable Offences,Going Equipped,0,2008,6
E01000483,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,12
E01000985,Croydon,Robbery,Personal Property,0,2016,11
E01004441,Waltham Forest,Burglary,Burglary in a Dwelling,0,2008,11
E01004214,Tower Hamlets,Violence Against the Person,Harassment,0,2008,10
E01032623,Sutton,Violence Against the Person,Assault with Injury,1,2014,5
E01003536,Newham,Theft and Handling,Handling Stolen Goods,0,2013,12
E01003170,Lambeth,Theft and Handling,Theft From Shops,0,2013,7
E01003952,Southwark,Other Notifiable Offences,Going Equipped,0,2014,1
E01002636,Hounslow,Theft and Handling,Theft From Motor Vehicle,2,2013,9
E01004574,Wandsworth,Theft and Handling,Other Theft,0,2009,11
E01001105,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2010,1
E01001839,Hackney,Violence Against the Person,Other violence,0,2013,8
E01002608,Hounslow,Fraud or Forgery,Counted per Victim,0,2010,12
E01000764,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01003533,Newham,Violence Against the Person,Assault with Injury,1,2016,9
